SA2_MAIN16,SA2_5DIG16,SA2_NAME16,SA3_CODE16,SA3_NAME16,SA4_CODE16,SA4_NAME16,GCC_CODE16,GCC_NAME16,STE_CODE16,STE_NAME16,AREASQKM16,GCC_CODE16_2,GCC_NAME16_2,STE_CODE16_2,STE_NAME16_2,AREASQKM16_2,xcoord,ycoord
"124011453","11453",Lawson - Hazelbrook - Linden,"12401",Blue Mountains,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,46.887300000000003,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.462246434993,-33.7240516954017
"124011454","11454",Springwood - Winmalee,"12401",Blue Mountains,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,69.664699999999996,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.594788125619,-33.6903570160697
"124011455","11455",Wentworth Falls,"12401",Blue Mountains,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,21.035799999999998,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.379730908637,-33.7216813414477
"124021456","11456",Blue Mountains - South,"12402",Blue Mountains - South,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,2456.909299999999803,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.287951821095,-33.9934253372391
"124031457","11457",Cambridge Park,"12403",Penrith,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,6.587100000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.733535535149,-33.7461305522632
"124031458","11458",Castlereagh - Cranebrook,"12403",Penrith,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,71.517399999999995,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.706637586716,-33.7004346060921
"124031459","11459",Emu Plains - Leonay,"12403",Penrith,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,13.794000000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.658486851191,-33.7462098599929
"124031460","11460",Glenmore Park - Regentville,"12403",Penrith,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,9.233000000000001,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.677422693284,-33.7864706062052
"124031461","11461",Jamisontown - South Penrith,"12403",Penrith,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,9.018100000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.689170388493,-33.7710565698764
"124031462","11462",Kingswood - Werrington,"12403",Penrith,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,14.022900000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.740254203837,-33.7659117381043
"124031463","11463",Mulgoa - Luddenham - Orchard Hills,"12403",Penrith,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,158.677600000000012,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.689612301058,-33.8353116299277
"124031464","11464",Penrith,"12403",Penrith,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,10.394100000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.697120259421,-33.7478373344152
"124031465","11465",Warragamba - Silverdale,"12403",Penrith,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,63.614300000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.598874899056,-33.918191148944
"124041466","11466",Richmond - Clarendon,"12404",Richmond - Windsor,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,74.672799999999995,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.749279093252,-33.5899218457032
"124041467","11467",Windsor - Bligh Park,"12404",Richmond - Windsor,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,22.730000000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.808537420425,-33.6356894163115
"124041468","11468",Yarramundi - Londonderry,"12404",Richmond - Windsor,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,81.435900000000004,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.726860094115,-33.6518556357875
"124051469","11469",Erskine Park,"12405",St Marys,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,8.394399999999999,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.797730459486,-33.8130086389349
"124051470","11470",St Clair,"12405",St Marys,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,7.203500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.78470000274,-33.797280714887
"124051580","11580",Colyton - Oxley Park,"12405",St Marys,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,4.652100000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.796297508068,-33.7794776459335
"124051581","11581",St Marys - North St Marys,"12405",St Marys,"124",Sydney - Outer West and Blue Mountains,1GSYD,Greater Sydney,"1",New South Wales,12.864599999999999,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.775003838367,-33.7595420621533
"125011473","11473",Homebush Bay - Silverwater,"12501",Auburn,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,11.261900000000001,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.06185796573,-33.8382371955497
"125011475","11475",Rookwood Cemetery,"12501",Auburn,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,3.015000000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.055686951054,-33.8742086749186
"125011582","11582",Auburn - Central,"12501",Auburn,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,3.732600000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.025008892142,-33.8523489672869
"125011583","11583",Auburn - North,"12501",Auburn,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,2.096600000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.032758462324,-33.8424293493223
"125011584","11584",Auburn - South,"12501",Auburn,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,2.431300000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.020775104316,-33.8691947677984
"125011585","11585",Berala,"12501",Auburn,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,2.086500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.033765503302,-33.8744766151961
"125011586","11586",Lidcombe,"12501",Auburn,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,6.403700000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.046439222071,-33.8629048072405
"125011587","11587",Regents Park,"12501",Auburn,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,2.032500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.026193922303,-33.8832131088367
"125021476","11476",Carlingford,"12502",Carlingford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,9.745699999999999,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.047100786987,-33.7737484250267
"125021477","11477",Ermington - Rydalmere,"12502",Carlingford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,9.865399999999999,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.050307257406,-33.8110336987787
"125021478","11478",Oatlands - Dundas Valley,"12502",Carlingford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,6.076300000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.039539307955,-33.7944127278709
"125031479","11479",Chester Hill - Sefton,"12503",Merrylands - Guildford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,7.267600000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.998247836363,-33.882017372373
"125031480","11480",Fairfield - East,"12503",Merrylands - Guildford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,5.711500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.972865947427,-33.8744682753974
"125031481","11481",Granville - Clyde,"12503",Merrylands - Guildford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,5.608300000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.007437417311,-33.8379736583639
"125031482","11482",Greystanes - Pemulwuy,"12503",Merrylands - Guildford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,11.848699999999999,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.937455899933,-33.8240520956138
"125031483","11483",Guildford - South Granville,"12503",Merrylands - Guildford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,6.796200000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.002055946452,-33.8593487096087
"125031484","11484",Guildford West - Merrylands West,"12503",Merrylands - Guildford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,5.465400000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.969953305869,-33.8454830724657
"125031485","11485",Merrylands - Holroyd,"12503",Merrylands - Guildford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,6.718800000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.98006738008,-33.8306766240476
"125031486","11486",Smithfield Industrial,"12503",Merrylands - Guildford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,4.301700000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.944023284076,-33.8430818424409
"125031487","11487",Yennora Industrial,"12503",Merrylands - Guildford,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,2.078700000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.966493576969,-33.8600972528582
"125041489","11489",North Parramatta,"12504",Parramatta,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,7.060800000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.012010173777,-33.7990373319273
"125041490","11490",North Rocks,"12504",Parramatta,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,5.376200000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.017198067981,-33.7722486127943
"125041491","11491",Northmead,"12504",Parramatta,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,5.933200000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.993928227193,-33.7900102679884
"125041492","11492",Parramatta - Rosehill,"12504",Parramatta,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,8.496499999999999,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.017189264391,-33.8215426981979
"125041493","11493",Toongabbie - Constitution Hill,"12504",Parramatta,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,7.479500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.967261777376,-33.7918818369576
"125041494","11494",Winston Hills,"12504",Parramatta,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,4.347900000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.978719686329,-33.7764118415642
"125041588","11588",Pendle Hill - Girraween,"12504",Parramatta,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,4.461500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.947831291566,-33.804209515216
"125041589","11589",Wentworthville - Westmead,"12504",Parramatta,"125",Sydney - Parramatta,1GSYD,Greater Sydney,"1",New South Wales,3.935800000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.977067594385,-33.8132087731094
"126011495","11495",Epping - North Epping,"12601",Pennant Hills - Epping,"126",Sydney - Ryde,1GSYD,Greater Sydney,"1",New South Wales,8.880599999999999,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.081489991423,-33.7689814804653
"126011496","11496",Pennant Hills - Cheltenham,"12601",Pennant Hills - Epping,"126",Sydney - Ryde,1GSYD,Greater Sydney,"1",New South Wales,13.293699999999999,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.068511161167,-33.7443660823435
"126021497","11497",Eastwood - Denistone,"12602",Ryde - Hunters Hill,"126",Sydney - Ryde,1GSYD,Greater Sydney,"1",New South Wales,7.820100000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.0856143498,-33.7919854499132
"126021498","11498",Gladesville - Huntleys Point,"12602",Ryde - Hunters Hill,"126",Sydney - Ryde,1GSYD,Greater Sydney,"1",New South Wales,4.716200000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.128144701794,-33.8303829598312
"126021499","11499",Hunters Hill - Woolwich,"12602",Ryde - Hunters Hill,"126",Sydney - Ryde,1GSYD,Greater Sydney,"1",New South Wales,4.151200000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.148954776373,-33.8318282221216
"126021500","11500",Macquarie Park - Marsfield,"12602",Ryde - Hunters Hill,"126",Sydney - Ryde,1GSYD,Greater Sydney,"1",New South Wales,10.672000000000001,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.118821458445,-33.7786371829017
"126021501","11501",North Ryde - East Ryde,"12602",Ryde - Hunters Hill,"126",Sydney - Ryde,1GSYD,Greater Sydney,"1",New South Wales,6.223200000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.131278923876,-33.7988614063485
"126021503","11503",West Ryde - Meadowbank,"12602",Ryde - Hunters Hill,"126",Sydney - Ryde,1GSYD,Greater Sydney,"1",New South Wales,4.792300000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.083684386261,-33.8095693888586
"126021590","11590",Putney,"12602",Ryde - Hunters Hill,"126",Sydney - Ryde,1GSYD,Greater Sydney,"1",New South Wales,1.519400000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.106295863854,-33.8261345464224
"126021591","11591",Ryde,"12602",Ryde - Hunters Hill,"126",Sydney - Ryde,1GSYD,Greater Sydney,"1",New South Wales,7.268200000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.112198171091,-33.8103684569053
"127011504","11504",Ashcroft - Busby - Miller,"12701",Bringelly - Green Valley,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,5.463000000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.887470389146,-33.9150057681107
"127011505","11505",Austral - Greendale,"12701",Bringelly - Green Valley,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,110.714600000000004,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.740516569302,-33.9181457128297
"127011506","11506",Cobbitty - Leppington,"12701",Bringelly - Green Valley,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,132.137499999999989,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.728824968723,-33.9831830040905
"127011592","11592",Badgerys Creek,"12701",Bringelly - Green Valley,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,17.577400000000001,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.72089312251,-33.8903452828648
"127011593","11593",Cecil Hills,"12701",Bringelly - Green Valley,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,3.747800000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.848149999466,-33.888753116548
"127011594","11594",Green Valley,"12701",Bringelly - Green Valley,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,3.214500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.867152061906,-33.9029207460848
"127011595","11595",Hinchinbrook,"12701",Bringelly - Green Valley,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,5.225000000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.858666400454,-33.9128423858505
"127011596","11596",Hoxton Park - Carnes Hill - Horningsea Park,"12701",Bringelly - Green Valley,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,4.126400000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.850355036347,-33.9356330408626
"127011597","11597",West Hoxton - Middleton Grange,"12701",Bringelly - Green Valley,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,9.262600000000001,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.835208091542,-33.9285161337159
"127021509","11509",Bonnyrigg Heights - Bonnyrigg,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,5.188700000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.881133651865,-33.8925790389265
"127021510","11510",Bossley Park - Abbotsbury,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,9.514600000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.872115463488,-33.8661589092681
"127021511","11511",Cabramatta - Lansvale,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,7.596400000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.946065174967,-33.8988818538793
"127021512","11512",Cabramatta West - Mount Pritchard,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,5.342900000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.907728970884,-33.8993595478527
"127021513","11513",Canley Vale - Canley Heights,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,5.416100000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.936264965134,-33.8844392670598
"127021514","11514",Edensor Park,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,3.095500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.877779502191,-33.8797050073481
"127021515","11515",Fairfield,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,4.230400000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.951894140359,-33.8711213775989
"127021516","11516",Fairfield - West,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,4.691500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.929658266969,-33.8681735091325
"127021517","11517",Greenfield Park - Prairiewood,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,3.636700000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.899703000036,-33.8679439286453
"127021518","11518",Horsley Park - Kemps Creek,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,56.277299999999997,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.820353661478,-33.8486678595035
"127021519","11519",Smithfield - Wetherill Park,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,6.612300000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.92552056376,-33.8533287736896
"127021520","11520",St Johns Park - Wakeley,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,3.611100000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.905403193303,-33.8790358325018
"127021521","11521",Wetherill Park Industrial,"12702",Fairfield,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,8.556600000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.898619963607,-33.8404413788552
"127031522","11522",Casula,"12703",Liverpool,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,7.071900000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.899488607178,-33.9522159674953
"127031523","11523",Chipping Norton - Moorebank,"12703",Liverpool,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,14.490200000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.953073468715,-33.9272154222179
"127031524","11524",Holsworthy - Wattle Grove,"12703",Liverpool,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,73.700100000000006,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.944042246593,-33.9914541867862
"127031598","11598",Liverpool,"12703",Liverpool,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,6.318500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.91581736798,-33.9234059271775
"127031599","11599",Lurnea - Cartwright,"12703",Liverpool,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,3.466500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.894960865822,-33.9328052461771
"127031600","11600",Prestons - Edmondson Park,"12703",Liverpool,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,14.132300000000001,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.866824227254,-33.948262914624
"127031601","11601",Warwick Farm,"12703",Liverpool,"127",Sydney - South West,1GSYD,Greater Sydney,"1",New South Wales,4.650200000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.937005355672,-33.9129071636597
"128011529","11529",Gymea - Grays Point,"12801",Cronulla - Miranda - Caringbah,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,5.797800000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.084920775535,-34.0455485508975
"128011530","11530",Miranda - Yowie Bay,"12801",Cronulla - Miranda - Caringbah,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,5.996800000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.10341165371,-34.0358657918175
"128011531","11531",Sylvania - Taren Point,"12801",Cronulla - Miranda - Caringbah,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,6.072500000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.107170539524,-34.0154372752546
"128011602","11602",Caringbah,"12801",Cronulla - Miranda - Caringbah,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,3.995800000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.124243870376,-34.0365419259373
"128011603","11603",Caringbah South,"12801",Cronulla - Miranda - Caringbah,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,4.069900000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.12067715648,-34.0541833465804
"128011604","11604",Cronulla - Kurnell - Bundeena,"12801",Cronulla - Miranda - Caringbah,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,25.086500000000001,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.185205880544,-34.0317931044171
"128011605","11605",Lilli Pilli - Port Hacking - Dolans Bay,"12801",Cronulla - Miranda - Caringbah,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,1.270600000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.120149355993,-34.0668700942028
"128011606","11606",Woolaware - Burraneer,"12801",Cronulla - Miranda - Caringbah,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,3.328200000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.138951869794,-34.0520415724399
"128021533","11533",Heathcote - Waterfall,"12802",Sutherland - Menai - Heathcote,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,27.616199999999999,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,150.980625978966,-34.1064754444003
"128021534","11534",Illawong - Alfords Point,"12802",Sutherland - Menai - Heathcote,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,7.297800000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.033805809009,-33.994807315305
"128021535","11535",Menai - Lucas Heights - Woronora,"12802",Sutherland - Menai - Heathcote,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,33.404699999999998,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.001193771757,-34.0222823989705
"128021536","11536",Oyster Bay - Como - Jannali,"12802",Sutherland - Menai - Heathcote,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,8.905300000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.070346967058,-34.0103254456656
"128021537","11537",Royal National Park,"12802",Sutherland - Menai - Heathcote,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,139.333599999999990,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.067649161362,-34.111427870444
"128021538","11538",Sutherland - Kirrawee,"12802",Sutherland - Menai - Heathcote,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,7.754700000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.063922231645,-34.0319642642908
"128021607","11607",Engadine,"12802",Sutherland - Menai - Heathcote,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,8.953799999999999,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.01362036232,-34.05477177649
"128021608","11608",Loftus - Yarrawarrah,"12802",Sutherland - Menai - Heathcote,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,3.843600000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.03866226957,-34.0494473962592
"128021609","11609",Woronora Heights,"12802",Sutherland - Menai - Heathcote,"128",Sydney - Sutherland,1GSYD,Greater Sydney,"1",New South Wales,3.137400000000000,1GSYD,Greater Sydney,"1",New South Wales,12368.193300000000818,151.028522745548,-34.0335167810225
